popularity,popularity_num,artist_followers,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
True,31,1143,36,0.367,0.406,0,-5.978,1,0.0274,0.714,0,0.131,0.332,80.116,4
True,29,709,35,0.642,0.324,7,-6.565,1,0.0368,0.924,0,0.315,0.362,109.897,4
True,23,68,24,0.661,0.227,4,-11.985,1,0.0876,0.96,0,0.117,0.37,135.468,4
True,30,9249,41,0.467,0.248,5,-11.718,1,0.0415,0.929,4.39e-05,0.0995,0.419,99.023,3
True,31,2635,33,0.581,0.428,0,-6.146,1,0.0369,0.751,0,0.105,0.41,132.158,3
True,36,26861,51,0.379,0.598,7,-4.241,1,0.0378,0.656,0,0.128,0.106,131.023,4
True,31,85,20,0.437,0.287,5,-7.919,1,0.0401,0.91,0,0.0959,0.389,165.052,4
True,30,1691,32,0.567,0.254,6,-12.406,1,0.101,0.933,0,0.106,0.511,110.955,4
True,34,5455,31,0.627,0.205,11,-10.448,1,0.0344,0.825,1.2e-05,0.12,0.125,72.069,4
True,32,3865,33,0.531,0.241,10,-8.405,1,0.0324,0.929,0,0.0985,0.308,129.733,4
True,35,2703,31,0.581,0.258,10,-5.937,1,0.0352,0.899,0,0.103,0.518,135.505,4
True,32,709,35,0.479,0.443,6,-5.704,1,0.052,0.761,0,0.123,0.491,138.787,4
False,44,32299,61,0.372,0.55,11,-3.258,0,0.0309,0.805,0,0.0975,0.0808,141.049,4
True,33,21405,44,0.576,0.534,8,-4.242,1,0.0353,0.398,0,0.128,0.192,129.704,4
True,31,56534,45,0.571,0.575,2,-5.042,1,0.0357,0.744,0,0.127,0.327,75.14,4
True,33,20290,35,0.303,0.656,6,-4.301,1,0.0389,0.401,0,0.129,0.205,139.472,4
True,36,3058,35,0.235,0.325,11,-8.048,1,0.0382,0.752,0,0.107,0.124,61.467,4
True,29,5884,34,0.46,0.506,9,-6.263,1,0.0315,0.431,0,0.0906,0.178,133.884,4
True,39,9986,49,0.447,0.142,10,-10.78,1,0.0387,0.888,0,0.167,0.192,129.035,3
False,78,7957700,91,0.734,0.855,9,-3.211,1,0.118,0.00481,0,0.123,0.422,126.035,4
False,68,7957700,91,0.711,0.903,6,-2.723,0,0.247,0.327,0,0.0887,0.467,140.015,4
False,70,7957700,91,0.775,0.271,1,-9.131,0,0.092,0.554,0.00285,0.112,0.204,104.001,3
False,70,7957700,91,0.557,0.719,2,-4.515,0,0.0372,0.00267,0,0.306,0.344,77.501,4
False,75,7957700,91,0.637,0.799,2,-4.519,1,0.0338,0.394,0,0.0921,0.562,104.995,4
False,48,7957700,91,0.583,0.885,0,-3.571,0,0.106,0.0244,0,0.357,0.601,92.959,4
False,72,7957700,91,0.614,0.823,1,-3.48,1,0.062,0.0269,0,0.0783,0.539,139.949,4
False,71,7957700,91,0.627,0.706,10,-3.201,0,0.0597,0.00227,0,0.122,0.536,99.93,4
True,5,7957700,91,0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,4
False,74,7957700,91,0.51,0.842,11,-2.782,0,0.103,0.00852,0,0.346,0.302,87.605,4
False,70,7957700,91,0.599,0.774,1,-4.014,0,0.0541,0.0223,0,0.0669,0.696,129.819,4
True,4,7957700,91,0.594,0.946,8,-3.408,1,0.126,0.00181,1.04e-06,0.923,0.665,110.024,4
False,68,7957700,91,0.579,0.896,10,-2.781,0,0.224,0.0272,1.02e-06,0.352,0.678,153.991,4
False,71,7957700,91,0.606,0.848,11,-3.952,1,0.184,0.0114,1.06e-06,0.206,0.54,170.01,4
False,68,7957700,91,0.475,0.897,5,-2.383,0,0.0736,0.0184,0,0.296,0.642,78.918,4
False,66,7957700,91,0.649,0.875,9,-2.88,1,0.0696,0.00128,0,0.0486,0.557,166.927,4
False,69,7957700,91,0.62,0.778,8,-4.622,0,0.0724,0.116,0,0.312,0.386,147.012,4
False,65,7957700,91,0.491,0.947,0,-2.252,1,0.306,0.00262,0,0.34,0.473,166.247,4
False,68,7957700,91,0.813,0.875,1,-2.92,0,0.0918,0.0237,0,0.288,0.756,99.004,4
False,66,7957700,91,0.577,0.875,6,-2.944,0,0.0445,0.00165,0,0.0892,0.522,132.943,4
False,68,7957700,91,0.856,0.617,10,-5.308,0,0.0841,0.171,0,0.0857,0.759,136.082,4
False,68,7957700,91,0.636,0.876,9,-4.652,1,0.0617,0.0487,0,0.0728,0.759,149.932,4
True,3,7957700,91,0.822,0.783,1,-4.677,0,0.0813,0.00515,1.36e-05,0.0506,0.375,120.01,4
False,71,336695,73,0.447,0.263,5,-13.754,0,0.0342,0.828,0.0049,0.118,0.0721,147.161,4
False,67,7957700,91,0.769,0.817,0,-4.092,0,0.0339,0.0268,9.95e-05,0.084,0.866,139.979,4
False,67,7957700,91,0.448,0.776,6,-4.498,1,0.0571,0.0149,0,0.12,0.294,149.806,4
True,3,7957700,91,0.716,0.887,2,-3.802,1,0.0853,0.00402,0,0.0566,0.782,101.025,4
False,67,7957700,91,0.558,0.863,4,-3.53,1,0.178,0.17,0,0.289,0.388,173.908,4
False,68,7957700,91,0.583,0.712,2,-4.942,0,0.0326,0.2,0,0.268,0.776,94.051,4
False,68,7957700,91,0.656,0.883,9,-4.294,0,0.0737,0.0238,0,0.0481,0.46,129.947,4
True,2,7957700,91,0.654,0.903,11,-3.117,0,0.121,0.00503,0,0.0875,0.659,124.988,4
False,73,7957700,91,0.509,0.558,2,-6.369,0,0.0276,0.29,0,0.131,0.327,135.879,4
False,66,7957700,91,0.738,0.868,1,-3.363,1,0.0703,0.000907,0.000215,0.275,0.378,111.992,4
True,3,7957700,91,0.547,0.764,6,-5.837,0,0.0319,0.00372,0,0.209,0.489,94.059,3
False,68,7957700,91,0.57,0.422,1,-7.561,0,0.0422,0.372,0,0.127,0.169,113.007,4
False,72,7957700,91,0.347,0.578,8,-7.525,1,0.0626,0.445,0,0.231,0.226,86.73,5
False,73,7957700,91,0.707,0.791,5,-4.481,0,0.035,0.181,0,0.102,0.678,106.985,4
False,68,7957700,91,0.541,0.661,1,-5.838,1,0.0889,0.103,0,0.0779,0.285,149.926,4
False,67,7957700,91,0.651,0.756,8,-4.388,1,0.0762,0.0298,0,0.396,0.473,121.96,4
False,70,7957700,91,0.569,0.793,1,-3.749,1,0.0405,0.189,0,0.111,0.45,108.048,4
False,70,336695,73,0.504,0.869,9,-5.576,0,0.213,0.0254,0,0.0659,0.19,157.992,4
False,69,336695,73,0.536,0.559,0,-6.826,1,0.0501,0.00135,0.016,0.132,0.0964,85.971,4
False,71,336695,73,0.389,0.591,7,-8.437,1,0.0622,0.0307,6.53e-05,0.392,0.252,138.902,4
False,69,336695,73,0.467,0.722,5,-5.819,1,0.0303,0.143,2.91e-06,0.128,0.14,92.014,4
False,68,7957700,91,0.775,0.271,1,-9.131,0,0.092,0.554,0.00285,0.112,0.204,104.001,3
False,66,7957700,91,0.711,0.903,6,-2.723,0,0.247,0.327,0,0.0887,0.467,140.015,4
False,53,27587,48,0.564,0.522,7,-6.641,1,0.0343,0.358,0,0.293,0.21,84.951,4
False,63,310472,67,0.524,0.405,10,-6.145,1,0.028,0.842,0,0.107,0.237,109.984,4
False,61,253821,61,0.513,0.729,10,-4.307,1,0.0309,0.476,0,0.186,0.505,89.934,4
False,54,6493,44,0.332,0.436,6,-5.214,1,0.0321,0.878,0,0.117,0.3,171.666,4
False,58,63819,51,0.334,0.496,6,-5.123,1,0.0379,0.675,0,0.119,0.111,135.064,4
False,42,32299,61,0.477,0.524,4,-5.398,1,0.0315,0.914,0,0.112,0.361,133.463,4
False,58,7263,48,0.422,0.596,10,-3.474,1,0.034,0.764,0,0.311,0.276,129.762,4
False,47,26861,51,0.551,0.663,9,-3.031,1,0.0336,0.508,0,0.142,0.156,135.933,4
True,20,48567,46,0.508,0.457,7,-5.772,1,0.0296,0.761,0,0.118,0.209,131.74,4
False,46,1049,35,0.528,0.196,10,-9.822,1,0.0293,0.958,0.00599,0.143,0.253,127.992,4
False,54,94375,50,0.38,0.417,2,-7.861,1,0.0317,0.722,0,0.0864,0.258,130.622,4
False,57,248938,59,0.694,0.592,7,-6.406,1,0.0367,0.742,0,0.124,0.305,95.047,4
False,59,173536,57,0.408,0.445,9,-4.316,1,0.0337,0.731,0,0.194,0.205,138.76,4
False,46,7220,44,0.586,0.568,2,-6.263,1,0.0429,0.59,2.69e-05,0.0956,0.552,76.902,4
False,51,3069,43,0.289,0.101,0,-14.384,1,0.0348,0.954,0.000105,0.101,0.0833,146.363,3
False,49,6407,41,0.545,0.6,9,-3.886,0,0.0279,0.427,0,0.132,0.391,96.996,4
True,39,925,36,0.575,0.793,3,-3.372,1,0.0339,0.327,0,0.113,0.215,99.981,4
True,33,6457,39,0.496,0.421,11,-8.475,1,0.0298,0.681,2.34e-06,0.111,0.224,95.015,4
False,44,217733,59,0.389,0.346,5,-4.171,1,0.0265,0.928,0,0.131,0.228,77.432,4
False,41,1342,31,0.504,0.385,7,-6.869,1,0.03,0.92,5.15e-06,0.094,0.236,133.31,4
False,49,118903,54,0.531,0.478,8,-6.853,0,0.0528,0.753,0,0.103,0.408,143.81,4
False,45,57901,47,0.411,0.506,10,-5.528,1,0.0308,0.744,0,0.119,0.176,131.413,4
False,53,40681,46,0.543,0.515,2,-4.022,1,0.0373,0.561,0,0.124,0.23,123.195,4
False,50,22696,42,0.598,0.693,11,-5.788,1,0.133,0.198,0,0.389,0.627,145.867,4
False,52,66726,47,0.758,0.533,9,-4.189,1,0.0267,0.548,0,0.104,0.395,76.997,4
True,28,121,20,0.596,0.572,2,-6.263,1,0.0414,0.601,2.46e-05,0.0951,0.554,76.908,4
False,48,183314,60,0.405,0.531,7,-6.43,1,0.0316,0.341,0,0.13,0.155,127.199,4
False,44,12539,50,0.517,0.415,5,-6.555,1,0.0473,0.859,0,0.279,0.341,124.805,4
False,45,118903,54,0.574,0.504,8,-5.898,1,0.0265,0.78,0,0.141,0.309,83.992,4
False,42,10854,47,0.437,0.545,2,-4.697,1,0.0302,0.677,0,0.0895,0.34,74.89,4
False,56,217733,59,0.68,0.541,7,-5.132,1,0.0333,0.662,0,0.338,0.28,111.788,4
True,16,27378,39,0.6,0.503,2,-5.208,1,0.0251,0.0364,1.1e-06,0.137,0.717,87.998,4
False,40,10854,47,0.471,0.456,3,-6.931,1,0.0355,0.746,0,0.116,0.213,127.58,4
False,53,580174,65,0.247,0.41,6,-5.725,1,0.0331,0.756,2.93e-06,0.127,0.125,62.91,4
True,30,6457,36,0.487,0.474,5,-4.44,1,0.0626,0.706,0,0.0878,0.407,185.645,4
True,28,105,17,0.435,0.557,7,-3.771,1,0.0302,0.745,0,0.104,0.112,129.646,4
False,48,76806,55,0.451,0.422,1,-7.09,1,0.0267,0.712,0,0.131,0.388,143.954,3
False,52,283829,58,0.747,0.827,1,-2.944,0,0.0421,0.173,0,0.0949,0.403,104.017,4
False,54,173536,57,0.508,0.545,11,-6.425,1,0.037,0.58,0,0.361,0.233,129.183,4
False,48,200918,59,0.576,0.839,0,-3.705,0,0.0466,0.0541,0,0.14,0.496,127.834,4
False,44,11297,51,0.436,0.586,8,-4.565,1,0.0279,0.748,0,0.14,0.242,88.01,4
False,42,17002,42,0.571,0.569,4,-6.928,1,0.0423,0.783,0,0.11,0.229,147.947,4
True,24,72,17,0.556,0.413,5,-6.467,1,0.0295,0.574,6.25e-06,0.111,0.22,135.931,4
False,52,528119,59,0.499,0.681,2,-4.766,1,0.0683,0.0923,0,0.0756,0.537,170.054,4
False,43,15332,45,0.742,0.864,9,-3.448,1,0.0394,0.518,0,0.093,0.45,110.0,4
False,45,52933,48,0.498,0.436,6,-4.592,1,0.0304,0.285,0,0.06,0.268,79.871,4
True,16,1586,7,0.534,0.339,1,-7.315,1,0.0294,0.738,0,0.117,0.154,128.241,4
False,41,1291,33,0.647,0.295,2,-8.839,1,0.0274,0.758,0,0.0992,0.327,77.994,4
False,45,74486,51,0.404,0.557,2,-4.76,1,0.0396,0.709,0,0.125,0.193,60.136,4
True,32,183314,60,0.531,0.482,7,-5.818,1,0.0436,0.816,0,0.33,0.388,130.231,4
False,57,184129,61,0.603,0.688,0,-5.13,0,0.0327,0.757,0.23,0.0718,0.504,119.99,4
False,43,20589,46,0.439,0.399,3,-6.955,1,0.0326,0.788,0,0.152,0.197,132.91,4
True,32,9249,41,0.573,0.485,4,-7.566,1,0.0385,0.599,9.92e-05,0.0972,0.326,135.915,4
True,28,1009,26,0.405,0.414,7,-5.85,1,0.0304,0.652,0,0.14,0.169,129.617,4
False,43,7656,41,0.579,0.305,1,-8.614,1,0.0275,0.831,2.89e-05,0.109,0.21,139.922,4
True,26,6746,41,0.537,0.554,5,-6.738,1,0.0266,0.884,0.00084,0.264,0.222,83.003,4
False,46,52933,48,0.483,0.524,11,-3.92,1,0.0261,0.712,0,0.0975,0.521,91.878,4
False,44,1409,33,0.374,0.496,8,-6.431,1,0.0383,0.69,0,0.169,0.126,115.417,3
False,54,232204,64,0.518,0.451,11,-7.557,1,0.062,0.678,0,0.159,0.319,131.762,4
True,35,199024,61,0.46,0.425,8,-5.767,1,0.0325,0.861,0,0.0828,0.298,133.588,5
False,43,2575,32,0.356,0.505,1,-5.827,1,0.0295,0.624,0,0.115,0.21,133.342,4
True,38,1184,35,0.558,0.228,2,-9.984,1,0.0344,0.901,0,0.089,0.303,130.024,4
False,41,184129,61,0.352,0.586,8,-6.735,0,0.0456,0.564,0,0.0974,0.319,140.424,4
False,43,67792,54,0.477,0.407,7,-8.224,1,0.0272,0.765,0,0.124,0.16,75.963,4
False,48,63819,51,0.368,0.577,0,-6.67,0,0.103,0.815,0,0.124,0.165,143.832,4
True,33,13831,37,0.489,0.261,2,-7.192,1,0.0387,0.874,0,0.102,0.388,129.697,4
False,46,9671,43,0.48,0.0935,7,-11.735,1,0.0414,0.977,3.04e-05,0.136,0.19,131.1,4
True,35,616,30,0.363,0.425,8,-7.992,1,0.0389,0.877,1.76e-05,0.0622,0.0769,132.996,4
True,38,11297,51,0.598,0.481,9,-6.597,1,0.0301,0.734,5.53e-06,0.105,0.189,133.85,4
True,34,359,23,0.578,0.511,4,-6.099,1,0.0362,0.253,0,0.337,0.412,75.033,4
False,49,26861,51,0.367,0.475,6,-4.783,1,0.0328,0.769,0,0.217,0.153,127.536,4
True,39,32299,61,0.352,0.671,5,-2.829,1,0.063,0.8,0,0.0973,0.366,209.474,4
True,35,109857,46,0.833,0.764,8,-4.119,1,0.065,0.18,0,0.0937,0.945,109.937,4
False,49,9909,39,0.717,0.601,5,-2.741,1,0.0375,0.411,0,0.241,0.369,104.136,4
False,44,10537,37,0.48,0.539,0,-6.875,0,0.0289,0.0577,0,0.173,0.188,81.814,4
True,22,101,20,0.249,0.46,0,-6.341,1,0.0335,0.721,0.000764,0.197,0.199,142.566,4
True,33,349,26,0.69,0.124,9,-9.187,1,0.035,0.968,2.68e-06,0.12,0.0435,87.993,4
True,25,2479,32,0.468,0.345,7,-8.978,0,0.0286,0.746,5.04e-06,0.148,0.111,66.011,4
True,33,1785,30,0.496,0.363,1,-7.84,1,0.0291,0.723,0,0.146,0.218,76.039,4
True,34,385,29,0.401,0.373,0,-7.017,1,0.0266,0.804,2e-06,0.4,0.0957,75.036,4
False,41,787,30,0.506,0.57,1,-6.428,1,0.0296,0.642,0,0.155,0.547,83.96,4
False,50,4370,48,0.524,0.494,7,-7.118,1,0.0332,0.836,0,0.129,0.215,137.387,4
False,46,23078,38,0.358,0.448,11,-5.981,1,0.0312,0.786,0,0.102,0.352,130.874,4
True,23,5302,41,0.734,0.81,2,-3.954,1,0.143,0.593,0,0.205,0.711,139.953,4
True,31,63119,54,0.704,0.739,1,-5.453,1,0.402,0.326,0,0.222,0.874,90.874,4
True,36,1758,32,0.644,0.456,7,-6.719,0,0.0371,0.63,0,0.282,0.455,120.014,4
False,44,4386,48,0.77,0.944,7,-2.697,0,0.0786,0.0979,0,0.0873,0.965,159.954,4
False,42,32419,56,0.826,0.64,1,-5.951,1,0.0697,0.358,0.00103,0.15,0.546,152.041,4
False,52,73925,64,0.806,0.906,5,-2.741,1,0.0534,0.0515,0.000728,0.0514,0.796,143.978,4
True,29,64487,52,0.837,0.642,6,-3.34,1,0.181,0.615,0,0.0903,0.684,85.976,4
True,24,25705,46,0.851,0.7,1,-7.934,1,0.185,0.108,0,0.121,0.633,130.0,4
True,17,13648,43,0.919,0.833,9,-4.287,1,0.204,0.0407,8.92e-06,0.35,0.503,132.022,4
False,52,29390,51,0.812,0.731,7,-3.761,1,0.224,0.136,0,0.208,0.668,152.024,4
True,33,6569,54,0.865,0.841,4,-4.928,1,0.315,0.674,0,0.102,0.738,130.022,4
False,40,113,42,0.801,0.535,7,-4.36,1,0.0576,0.732,2.23e-05,0.355,0.758,84.988,4
False,45,14700,53,0.281,0.532,4,-6.731,0,0.0518,0.0373,0,0.0818,0.128,143.379,4
False,41,63119,54,0.59,0.876,8,-3.647,0,0.196,0.0932,0.00483,0.398,0.363,101.036,4
False,44,109011,61,0.855,0.582,0,-4.933,1,0.102,0.278,0,0.0495,0.907,75.01,4
True,33,2372,36,0.879,0.656,7,-5.533,0,0.326,0.311,4.17e-06,0.0967,0.378,116.774,4
False,48,73925,64,0.794,0.495,1,-8.481,1,0.335,0.841,0.000308,0.0968,0.698,105.056,4
False,50,64487,54,0.871,0.786,7,-2.28,1,0.0846,0.177,0,0.0548,0.948,146.938,4
True,37,318,33,0.663,0.569,9,-5.693,1,0.0626,0.525,6.54e-05,0.0952,0.275,133.936,3
False,42,64487,54,0.865,0.722,1,-6.536,1,0.124,0.531,0.00913,0.0935,0.62,124.022,4
False,40,330,29,0.619,0.68,8,-5.361,0,0.429,0.436,0,0.0605,0.671,83.896,4
True,34,113,42,0.832,0.694,8,-6.886,0,0.128,0.105,0.00411,0.0946,0.641,95.011,4
True,34,172,31,0.841,0.617,0,-5.69,0,0.22,0.723,0,0.102,0.63,89.963,4
True,34,6921,44,0.686,0.805,0,-4.276,0,0.315,0.333,0,0.0925,0.559,148.066,4
True,38,29390,51,0.674,0.829,5,-4.805,0,0.0705,0.149,0,0.074,0.851,75.944,4
False,41,14826,49,0.904,0.711,6,-5.426,0,0.315,0.0812,0,0.0842,0.472,90.456,4
False,53,32419,56,0.717,0.694,6,-4.105,0,0.267,0.357,0,0.241,0.472,154.986,4
True,33,14826,49,0.767,0.772,6,-5.518,1,0.503,0.496,0,0.0747,0.818,89.212,4
True,33,1818,32,0.6,0.872,9,-4.082,0,0.141,0.126,6.17e-06,0.539,0.403,100.002,4
True,38,149,35,0.648,0.623,7,-5.922,0,0.0683,0.533,0,0.158,0.533,104.0,4
True,32,14700,53,0.803,0.532,5,-9.397,0,0.105,0.132,1.83e-05,0.104,0.529,139.958,4
True,33,56,22,0.557,0.583,6,-7.082,1,0.0333,0.0031,0,0.18,0.522,135.998,4
True,33,3386,37,0.834,0.81,1,-4.141,1,0.0592,0.266,0.00824,0.268,0.367,137.982,4
True,27,36,18,0.969,0.778,4,-5.059,0,0.12,0.0998,0.00135,0.0611,0.868,130.004,4
False,49,32419,56,0.842,0.569,1,-6.011,1,0.172,0.299,0,0.151,0.652,132.018,4
True,36,2623,36,0.716,0.767,9,-2.54,1,0.216,0.11,0,0.279,0.399,139.912,4
True,33,29390,51,0.682,0.868,9,-5.709,0,0.225,0.168,0,0.432,0.442,92.653,4
False,50,109011,61,0.779,0.567,7,-7.269,1,0.0464,0.264,0,0.241,0.826,103.022,4
True,26,227,23,0.75,0.879,0,-4.564,1,0.155,0.0379,0,0.197,0.613,108.025,4
True,31,295,33,0.735,0.537,2,-8.544,1,0.0448,0.215,0,0.114,0.494,139.988,4
True,32,213,22,0.827,0.735,1,-5.793,1,0.29,0.393,0,0.203,0.596,115.97,4
True,28,27378,44,0.573,0.856,1,-3.621,0,0.153,0.143,0,0.0636,0.32,141.794,4
False,42,4692,42,0.697,0.846,0,-4.958,1,0.222,0.391,0,0.0864,0.542,110.912,4
True,34,93175,53,0.744,0.687,7,-4.361,1,0.41,0.302,0,0.12,0.756,86.741,4
True,31,172,31,0.87,0.519,7,-7.985,0,0.154,0.328,0,0.0975,0.741,129.914,4
True,35,28265,57,0.609,0.622,1,-4.933,1,0.103,0.823,0,0.0999,0.574,135.119,4
True,26,3386,37,0.746,0.73,4,-5.86,0,0.0821,0.375,0,0.122,0.433,76.971,4
False,49,24294,42,0.78,0.741,5,-3.232,0,0.168,0.202,0,0.11,0.69,130.009,4
True,38,19257,58,0.721,0.576,10,-5.181,0,0.117,0.611,0,0.105,0.563,81.988,4
True,23,16483,41,0.544,0.959,9,-3.326,0,0.376,0.175,0,0.125,0.723,93.722,4
True,33,1192,27,0.58,0.743,10,-4.577,0,0.431,0.205,0,0.113,0.557,146.234,4
True,31,6613,28,0.84,0.661,5,-6.386,0,0.273,0.579,0,0.39,0.845,94.051,4
True,31,117,21,0.931,0.729,11,-3.963,0,0.126,0.339,0,0.0971,0.624,130.022,4
True,32,3785,43,0.683,0.713,7,-4.692,1,0.272,0.404,0,0.355,0.577,169.98,4
True,35,8372,36,0.684,0.717,11,-4.246,1,0.11,0.139,0,0.275,0.921,89.99,4
True,31,11091,42,0.742,0.785,5,-5.224,0,0.0901,0.165,0,0.268,0.852,133.927,4
True,39,73925,64,0.86,0.488,10,-5.829,1,0.231,0.254,0,0.0708,0.848,143.919,4
True,30,7198,48,0.791,0.86,0,-4.189,1,0.168,0.203,4.7e-06,0.333,0.618,130.001,4
True,36,310472,67,0.752,0.601,2,-4.255,1,0.446,0.758,0,0.123,0.457,93.574,4
True,35,28229,48,0.412,0.741,10,-4.893,0,0.176,0.312,0.00644,0.0887,0.383,192.323,4
True,33,7243,49,0.813,0.775,1,-6.083,1,0.137,0.511,0,0.279,0.842,108.985,4
False,42,64487,52,0.685,0.697,11,-3.793,1,0.439,0.42,0,0.221,0.835,82.292,4
True,31,623,33,0.759,0.474,2,-10.748,0,0.158,0.661,0,0.131,0.353,135.939,4
False,50,109011,61,0.537,0.813,11,-3.989,0,0.0445,0.103,0,0.111,0.321,82.967,4
False,41,29390,51,0.678,0.694,9,-6.382,1,0.18,0.311,2.93e-05,0.346,0.443,128.097,4
True,30,7631,41,0.707,0.464,0,-5.639,1,0.0862,0.189,3.21e-06,0.0965,0.254,99.7,4
True,30,28229,48,0.749,0.77,1,-7.338,0,0.0762,0.0236,0.000463,0.101,0.586,130.069,4
False,42,64487,53,0.814,0.879,8,-3.381,1,0.364,0.13,0,0.0544,0.923,153.95,4
False,46,13750,45,0.73,0.765,11,-3.817,0,0.121,0.0129,0,0.337,0.279,115.999,4
True,30,35,19,0.717,0.432,10,-8.747,1,0.236,0.477,0.000504,0.0766,0.617,69.096,4
True,28,120,26,0.807,0.549,5,-8.946,0,0.245,0.856,0,0.106,0.631,90.025,4
True,39,14700,53,0.778,0.813,9,-4.183,0,0.124,0.0554,0.000749,0.127,0.69,144.959,4
True,34,13648,43,0.682,0.712,6,-4.938,1,0.325,0.0879,0,0.0475,0.846,175.826,4
True,28,1180,31,0.767,0.716,0,-4.23,1,0.173,0.609,0,0.484,0.821,95.043,4
True,34,4014,37,0.807,0.433,8,-10.324,1,0.0936,0.775,0,0.336,0.52,139.911,4
True,32,52343,50,0.453,0.884,1,-4.475,1,0.286,0.106,0,0.17,0.434,180.672,4
True,39,2429,45,0.486,0.753,9,-4.092,0,0.172,0.718,0,0.277,0.469,79.013,4
True,27,270,19,0.819,0.474,10,-11.693,1,0.0704,0.0382,0,0.088,0.347,149.973,4
True,27,384,19,0.614,0.915,11,-3.135,1,0.177,0.142,1.34e-05,0.1,0.688,163.896,4
True,31,3386,37,0.695,0.794,11,-5.331,1,0.104,0.614,3.54e-05,0.116,0.597,165.999,4
True,27,259,20,0.799,0.722,9,-5.786,1,0.284,0.271,7.49e-06,0.0487,0.5,100.05,4
True,29,196,21,0.789,0.609,0,-5.324,1,0.0436,0.612,0,0.166,0.791,140.064,4
True,27,93,20,0.805,0.884,2,-6.551,1,0.278,0.395,0,0.077,0.76,113.991,4
True,28,11,17,0.595,0.892,2,-2.897,1,0.293,0.201,0,0.119,0.338,118.197,3
True,26,981,36,0.637,0.913,2,-4.623,1,0.284,0.0695,0,0.157,0.795,89.783,4
True,31,28229,54,0.774,0.775,1,-5.242,0,0.0779,0.0345,0,0.501,0.452,159.991,4
True,27,7,16,0.614,0.864,8,-3.453,1,0.0932,0.136,3.15e-06,0.249,0.769,145.988,4
True,32,251,23,0.581,0.504,11,-11.099,0,0.057,0.193,8.44e-06,0.583,0.273,130.013,4
True,32,63119,54,0.711,0.913,11,-5.25,0,0.327,0.281,0,0.165,0.729,105.273,4
True,29,34284,43,0.516,0.694,2,-8.548,1,0.0897,0.147,0,0.101,0.28,87.302,4
True,29,27587,48,0.775,0.92,11,-4.162,0,0.203,0.266,0,0.268,0.576,110.05,4
True,26,61,18,0.426,0.632,5,-9.067,1,0.331,0.649,8.68e-05,0.12,0.307,149.469,4
True,28,120,28,0.581,0.611,9,-6.56,0,0.409,0.035,0,0.0963,0.706,101.03,3
True,26,28,17,0.725,0.891,3,-5.067,0,0.0336,0.0352,0.000815,0.175,0.296,108.966,4
True,26,161,22,0.665,0.33,3,-9.685,1,0.0785,0.116,0,0.0683,0.372,74.958,4
True,26,177,21,0.785,0.609,0,-6.891,1,0.315,0.0064,0,0.0993,0.47,151.027,4
True,25,13,15,0.674,0.821,6,-4.547,0,0.335,0.0412,0,0.101,0.411,148.092,4
True,11,310472,67,0.457,0.818,4,-4.157,0,0.261,0.221,0,0.435,0.822,96.168,4
False,61,652409,68,0.83,0.569,10,-7.737,1,0.165,0.419,0,0.156,0.858,129.968,4
False,49,115720,56,0.742,0.724,5,-3.419,0,0.0507,0.147,0,0.109,0.731,130.058,4
False,50,40396,52,0.783,0.604,9,-4.459,0,0.176,0.213,0,0.33,0.531,81.038,4
False,43,652409,68,0.779,0.497,6,-9.984,0,0.0717,0.0932,0,0.112,0.311,117.99,4
False,47,184129,61,0.5,0.524,7,-5.832,1,0.0631,0.548,0,0.103,0.266,92.133,4
False,56,395385,67,0.883,0.567,9,-6.092,0,0.0374,0.552,0,0.108,0.561,115.051,4
False,47,28265,57,0.428,0.38,5,-8.96,1,0.043,0.591,0,0.0914,0.071,137.853,4
False,52,255403,61,0.853,0.557,11,-5.786,1,0.264,0.386,0,0.0889,0.744,75.021,4
False,55,310472,67,0.698,0.497,0,-6.604,1,0.0816,0.502,0,0.0918,0.639,124.944,4
False,52,7553,43,0.628,0.811,4,-4.26,1,0.0338,0.0223,0,0.0797,0.442,124.066,4
False,44,3976,41,0.621,0.636,2,-3.88,0,0.0593,0.192,0,0.0795,0.317,119.004,4
False,52,73925,64,0.728,0.503,3,-7.147,1,0.08,0.777,2.57e-06,0.249,0.267,120.032,4
False,55,310472,67,0.551,0.349,3,-10.762,1,0.161,0.902,0,0.0905,0.198,90.159,4
False,43,7556,42,0.461,0.723,5,-5.073,0,0.186,0.485,0,0.0726,0.526,172.796,3
True,36,7752,31,0.868,0.595,1,-2.927,1,0.0945,0.577,0,0.102,0.852,131.985,4
False,43,7198,48,0.568,0.732,5,-4.52,1,0.0561,0.709,0,0.119,0.568,130.352,4
False,43,997,34,0.736,0.462,1,-6.577,1,0.0267,0.376,0,0.0813,0.606,109.978,4
True,9,310472,67,0.634,0.402,0,-9.011,1,0.0313,0.849,7.36e-06,0.0678,0.247,85.003,4
False,53,11476,41,0.547,0.73,8,-4.797,1,0.0759,0.512,0,0.245,0.66,91.844,4
True,31,254,21,0.714,0.734,0,-4.373,0,0.2,0.291,1.03e-05,0.167,0.642,79.959,4
False,45,57901,49,0.797,0.702,0,-5.077,0,0.0858,0.0503,0,0.173,0.554,104.985,4
