popularity,popularity_num,artist_followers,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
True,1,3366398,79,0.668,0.877,5,-3.24,0,0.0364,0.0879,0,0.154,0.781,97.984,4
False,54,253821,58,0.377,0.304,0,-7.674,1,0.0323,0.861,0,0.356,0.212,72.173,4
False,53,3366398,79,0.591,0.782,7,-5.45,0,0.0389,0.128,0,0.114,0.709,150.09,4
True,1,841932,59,0.532,0.859,1,-4.106,1,0.142,0.0662,0,0.684,0.934,118.919,4
False,59,3366398,79,0.38,0.439,3,-5.529,1,0.0314,0.603,0,0.133,0.146,139.805,4
False,53,3366398,79,0.59,0.592,1,-7.146,1,0.0758,0.0456,0,0.104,0.211,102.857,4
False,52,3366398,79,0.734,0.76,0,-4.451,0,0.0852,0.0113,0,0.408,0.367,132.074,4
False,51,841932,59,0.717,0.669,1,-4.939,1,0.0629,0.057,0,0.356,0.498,110.06,4
False,53,3366398,79,0.665,0.586,9,-6.724,0,0.048,0.207,0,0.0946,0.343,137.873,4
False,52,3366398,79,0.526,0.828,6,-3.82,1,0.143,0.00773,0,0.296,0.663,110.182,4
False,51,3366398,79,0.703,0.917,5,-3.269,0,0.115,0.159,0,0.0802,0.874,109.985,4
False,48,3366398,79,0.8,0.776,0,-3.009,1,0.0334,0.202,0,0.0929,0.791,110.026,4
False,51,3366398,79,0.73,0.555,7,-7.113,0,0.0299,0.346,0,0.0786,0.447,113.968,4
False,58,2226618,79,0.573,0.91,8,-1.578,1,0.064,0.0846,0,0.266,0.602,169.982,4
False,51,1162050,66,0.678,0.809,8,-4.162,1,0.0598,0.0383,0,0.243,0.561,119.979,4
False,42,2226618,79,0.707,0.851,2,-4.333,1,0.0734,0.0467,8.65e-05,0.396,0.41,129.93,4
False,60,949008,68,0.507,0.855,0,-3.62,1,0.15,0.415,0,0.331,0.391,159.808,4
False,68,2566252,71,0.694,0.832,5,-3.038,0,0.0598,0.0192,0,0.355,0.424,135.011,4
True,4,513747,62,0.631,0.516,0,-5.759,1,0.0378,0.738,0,0.264,0.254,143.777,4
False,75,4407716,84,0.786,0.853,8,-2.687,1,0.0816,0.0688,0,0.0759,0.45,125.034,4
True,39,2226618,79,0.72,0.876,6,-1.166,1,0.0776,0.241,0.000101,0.381,0.694,141.997,4
True,1,7957700,91,0.619,0.889,10,-3.108,0,0.219,0.0483,0,0.324,0.622,77.058,4
True,0,1179456,74,0.762,0.819,7,-4.459,1,0.0897,0.129,0,0.334,0.606,81.981,4
True,1,1108239,63,0.502,0.863,4,-1.273,0,0.272,0.0342,0,0.538,0.527,97.911,4
True,2,1819464,76,0.58,0.935,9,-3.348,1,0.189,0.0318,0,0.0977,0.603,172.023,4
False,50,660106,67,0.713,0.827,7,-2.666,1,0.0353,0.002,1.36e-06,0.229,0.379,112.011,4
False,56,407126,58,0.633,0.915,9,-2.347,1,0.106,0.0437,0,0.107,0.622,128.033,4
True,1,546297,63,0.646,0.923,8,-1.309,1,0.0613,0.166,0,0.0507,0.703,106.086,4
False,47,184147,48,0.684,0.936,9,-2.056,1,0.125,0.029,0.00487,0.519,0.622,128.012,4
False,65,809096,66,0.827,0.739,8,-6.391,1,0.0744,0.0214,4.13e-06,0.043,0.352,95.999,4
False,71,7957700,91,0.613,0.842,10,-4.332,0,0.219,0.0157,0,0.23,0.645,169.917,4
False,65,1921903,71,0.682,0.888,5,-3.25,0,0.267,0.245,0,0.0552,0.903,91.966,4
False,61,93393,51,0.649,0.862,6,-3.903,1,0.0487,0.0218,0,0.066,0.594,128.051,4
True,38,217733,59,0.605,0.644,4,-2.706,0,0.0464,0.312,0,0.105,0.51,145.7,4
False,52,310472,67,0.684,0.742,11,-4.598,0,0.116,0.581,1.06e-05,0.184,0.861,80.246,4
False,48,4718,44,0.743,0.772,0,-3.339,0,0.0785,0.109,0,0.0622,0.768,166.116,4
False,50,48567,47,0.739,0.706,9,-6.534,1,0.152,0.219,0,0.132,0.558,144.112,4
False,63,657441,72,0.855,0.58,5,-6.951,1,0.141,0.234,0,0.0965,0.518,96.998,4
False,65,657441,72,0.804,0.68,0,-3.81,1,0.2,0.458,0,0.102,0.62,102.013,4
False,60,255403,61,0.739,0.349,0,-7.477,1,0.0604,0.675,0,0.326,0.496,98.049,4
False,45,217733,59,0.532,0.622,0,-5.054,0,0.0587,0.747,0,0.0884,0.325,123.36,4
True,33,109011,61,0.403,0.573,3,-5.853,1,0.162,0.571,0,0.208,0.367,92.885,5
False,45,114090,61,0.724,0.855,6,-3.072,1,0.088,0.383,0,0.0751,0.9,143.977,4
False,42,4523,47,0.52,0.655,0,-4.68,0,0.0428,0.0541,1.02e-05,0.152,0.234,119.548,4
False,53,251101,57,0.718,0.476,4,-9.205,1,0.139,0.422,0,0.0876,0.448,48.973,4
True,29,72,18,0.836,0.693,11,-6.253,0,0.147,0.361,0,0.266,0.844,149.946,4
False,59,73925,64,0.685,0.777,1,-4.654,0,0.063,0.353,0,0.329,0.417,95.049,4
False,43,12243,50,0.591,0.409,7,-8.475,1,0.047,0.87,0.000641,0.131,0.353,173.791,4
True,37,14597,55,0.74,0.55,4,-11.254,0,0.0797,0.201,8.89e-05,0.0748,0.615,136.978,4
False,40,3086,37,0.417,0.668,9,-4.57,1,0.0902,0.462,0,0.202,0.616,78.995,4
False,48,23165,47,0.535,0.823,0,-4.042,1,0.35,0.543,0,0.0777,0.798,200.681,4
True,30,709,35,0.413,0.478,8,-4.261,1,0.0335,0.677,0,0.109,0.191,131.484,4
True,32,534,38,0.627,0.619,5,-7.376,1,0.0471,0.648,0,0.101,0.44,85.998,4
False,58,232204,64,0.529,0.555,3,-4.72,1,0.0288,0.332,0,0.129,0.28,83.982,4
False,49,114090,60,0.663,0.801,0,-4.255,0,0.0405,0.258,0,0.0518,0.682,107.905,4
True,35,1691,32,0.561,0.452,7,-5.868,1,0.0291,0.739,2.38e-05,0.104,0.11,133.957,4
True,34,6746,41,0.502,0.581,4,-5.657,1,0.0364,0.684,0,0.158,0.563,83.878,4
True,37,1240,34,0.695,0.542,10,-4.507,1,0.0295,0.702,0,0.128,0.352,90.003,4
False,51,580174,65,0.522,0.716,10,-4.13,1,0.0572,0.213,0,0.0645,0.588,199.713,4
False,40,50710,59,0.564,0.403,5,-11.149,1,0.0443,0.436,0.000101,0.135,0.226,117.562,4
False,44,114672,55,0.628,0.529,10,-6.147,0,0.316,0.437,0,0.206,0.593,70.323,4
True,37,2937,44,0.648,0.81,11,-3.901,1,0.0374,0.136,0,0.363,0.867,95.009,4
True,33,297660,44,0.704,0.575,0,-4.27,1,0.034,0.449,0,0.146,0.609,89.994,4
True,35,2183,40,0.446,0.667,5,-5.516,0,0.0752,0.0907,0,0.202,0.342,125.94,4
True,39,385716,59,0.368,0.488,5,-4.108,0,0.0349,0.111,0,0.143,0.139,150.713,4
False,44,232204,64,0.477,0.8,0,-3.267,1,0.0882,0.226,0,0.106,0.675,96.04,4
False,48,101124,41,0.62,0.63,1,-7.192,1,0.119,0.518,0.027,0.335,0.265,109.992,4
False,40,99765,53,0.595,0.503,7,-7.171,1,0.0887,0.291,0,0.157,0.418,84.86,4
False,40,534,38,0.701,0.719,5,-6.504,0,0.0358,0.574,0,0.0889,0.841,105.947,4
False,47,18231,59,0.422,0.518,10,-6.108,0,0.0859,0.768,0,0.358,0.563,140.817,4
True,30,7220,44,0.593,0.617,11,-5.379,1,0.0378,0.335,0,0.106,0.297,90.024,4
True,29,1687,30,0.738,0.551,2,-4.915,1,0.035,0.665,0,0.118,0.77,92.021,4
True,38,2020,35,0.825,0.453,1,-8.772,1,0.0464,0.482,9.31e-06,0.0875,0.83,95.957,4
True,34,21405,44,0.471,0.285,1,-7.512,1,0.0536,0.851,0,0.0981,0.275,170.656,4
True,32,4814,36,0.688,0.614,3,-5.094,1,0.0364,0.553,0,0.16,0.442,99.947,4
False,57,580174,65,0.559,0.526,3,-6.183,1,0.0368,0.63,0,0.144,0.344,86.91,4
True,33,6091,42,0.82,0.566,1,-4.74,1,0.0266,0.747,1.12e-06,0.0736,0.844,104.961,4
False,68,554998,71,0.682,0.831,11,-4.234,0,0.253,0.0569,0,0.0927,0.785,155.12,4
False,45,22458,43,0.695,0.906,5,-2.635,1,0.06,0.0481,0,0.0759,0.625,108.009,4
False,50,144163,54,0.702,0.952,10,-2.349,0,0.122,0.0435,0,0.29,0.704,118.045,4
True,38,7198,48,0.688,0.551,9,-5.399,0,0.0576,0.8,0,0.0925,0.139,115.459,4
False,50,652409,68,0.757,0.947,9,-3.888,0,0.205,0.26,1.13e-06,0.096,0.684,116.023,4
True,34,7923,27,0.653,0.889,3,-3.044,1,0.0476,0.132,0,0.142,0.606,103.029,4
False,42,1904,43,0.581,0.919,5,-3.945,1,0.0439,0.00625,6.25e-06,0.0487,0.683,163.939,4
False,53,10136,44,0.82,0.806,6,-3.363,1,0.0795,0.332,0,0.0954,0.557,124.96,4
False,54,251006,64,0.592,0.942,4,-1.495,0,0.0612,0.00801,0,0.405,0.554,98.986,4
False,66,466356,67,0.462,0.549,8,-6.279,1,0.151,0.196,0,0.284,0.203,93.892,4
False,40,33742,48,0.275,0.248,1,-10.831,1,0.0309,0.762,0,0.111,0.117,140.947,3
True,39,20491,45,0.516,0.41,7,-6.152,1,0.0428,0.67,0,0.141,0.249,67.044,4
False,63,199024,61,0.632,0.906,6,-1.466,0,0.0494,0.321,0,0.223,0.755,129.999,4
False,55,580174,65,0.679,0.88,6,-2.344,0,0.239,0.15,3.87e-05,0.575,0.789,98.022,4
False,58,184129,61,0.711,0.73,1,-4.979,0,0.0436,0.269,2.34e-06,0.109,0.604,93.015,4
False,64,1039050,72,0.733,0.801,9,-5.339,0,0.0765,0.237,0,0.287,0.878,133.998,4
False,60,200918,59,0.769,0.661,8,-5.08,0,0.133,0.24,0,0.118,0.552,107.967,4
False,64,618897,68,0.58,0.773,9,-3.302,0,0.05,0.656,0,0.112,0.506,124.148,4
False,59,546297,63,0.455,0.827,6,-1.201,1,0.0573,0.325,0,0.0473,0.681,169.929,4
False,65,468995,68,0.583,0.916,1,-1.396,1,0.149,0.0683,0,0.0489,0.732,167.933,4
False,47,201759,52,0.461,0.812,1,-3.64,1,0.0654,0.138,0,0.0476,0.694,143.484,4
True,28,4618,27,0.677,0.767,0,-5.101,0,0.0481,0.363,0.00169,0.567,0.504,111.97,4
True,5,3016,31,0.681,0.743,4,-5.767,0,0.0362,0.011,0.00043,0.309,0.791,138.084,4
False,48,142119,56,0.375,0.566,11,-6.527,1,0.0448,0.0919,1.56e-05,0.146,0.33,143.77,4
False,53,3754871,86,0.812,0.535,4,-4.355,0,0.0606,0.327,0,0.143,0.208,121.994,4
False,46,310472,67,0.839,0.52,7,-4.425,0,0.047,0.573,0,0.0724,0.895,88.974,4
False,50,33742,48,0.327,0.375,1,-8.405,1,0.0313,0.392,0,0.101,0.149,72.364,4
False,51,2132,39,0.794,0.646,8,-6.852,1,0.235,0.0873,0,0.282,0.711,139.97,4
False,44,2960,33,0.737,0.912,2,-1.073,1,0.0803,0.139,0,0.183,0.848,138.969,4
False,47,27242,35,0.61,0.978,2,-2.432,1,0.121,0.17,0,0.392,0.815,150.047,4
False,43,7569,40,0.544,0.677,5,-3.371,1,0.0495,0.482,0,0.368,0.287,143.87,4
True,37,18867,49,0.457,0.27,5,-9.161,1,0.0284,0.912,0,0.107,0.103,75.814,1
False,48,184129,61,0.611,0.635,0,-4.871,1,0.0337,0.37,0,0.138,0.364,136.026,4
False,42,19531,50,0.682,0.43,8,-5.292,1,0.0331,0.76,0,0.126,0.526,99.97,4
False,55,249842,62,0.708,0.889,1,-2.879,1,0.0622,0.46,0,0.113,0.645,128.05,4
False,57,610296,63,0.674,0.749,0,-4.174,1,0.0345,0.345,0,0.289,0.65,98.006,4
False,62,251024,67,0.687,0.805,6,-4.668,1,0.0403,0.00396,2.09e-06,0.12,0.712,142.038,4
False,65,565437,63,0.742,0.847,11,-2.763,0,0.0485,0.00117,8.49e-06,0.142,0.516,112.95,4
False,57,376138,58,0.802,0.864,7,-3.888,1,0.0639,0.0293,0,0.335,0.745,111.994,4
False,46,150850,51,0.603,0.921,6,-2.249,0,0.0528,0.287,3.37e-05,0.033,0.733,116.991,4
False,55,242618,54,0.6,0.832,7,-4.034,1,0.038,0.0636,0,0.551,0.438,105.032,4
False,60,949008,68,0.73,0.913,1,-2.749,1,0.0781,0.0292,0,0.104,0.737,99.974,4
False,63,1278888,70,0.571,0.779,8,-2.864,1,0.111,0.135,0,0.202,0.261,186.154,4
False,51,225882,49,0.62,0.923,7,-4.022,0,0.295,0.0314,0,0.311,0.634,108.259,4
False,63,1904990,73,0.643,0.913,5,-1.724,0,0.157,0.113,0,0.383,0.734,119.938,4
False,42,1108239,63,0.71,0.921,1,-3.936,0,0.0338,0.397,0,0.452,0.646,99.992,4
True,4,1004322,62,0.821,0.847,0,-3.721,1,0.0387,0.00772,0.0032,0.0482,0.712,127.986,4
True,1,1162050,66,0.703,0.712,1,-5.491,1,0.1,0.184,3.44e-06,0.663,0.598,99.99,4
False,55,291563,54,0.665,0.866,7,-3.81,1,0.056,0.223,0,0.373,0.455,128.041,4
False,57,513747,62,0.728,0.669,0,-4.73,1,0.0346,0.122,0,0.129,0.707,133.961,4
False,60,2566252,71,0.687,0.914,6,-5.02,1,0.0437,0.166,0,0.0858,0.675,126.001,4
False,54,117088,50,0.751,0.912,5,-1.822,0,0.0391,0.0247,0,0.0778,0.804,108.002,4
False,48,192127,49,0.781,0.99,4,-1.909,0,0.0703,0.0506,0.000562,0.234,0.787,126.049,4
False,51,328777,53,0.748,0.763,5,-3.736,1,0.0738,0.26,0,0.302,0.778,104.973,4
False,55,2566252,71,0.78,0.849,6,-5.646,1,0.064,0.159,0,0.93,0.662,125.018,4
True,1,315812,55,0.638,0.854,1,-4.185,0,0.0558,0.21,0,0.899,0.56,100.009,4
False,51,267155,60,0.641,0.645,0,-6.54,1,0.0366,0.136,0.000145,0.145,0.546,90.027,4
False,45,107408,46,0.799,0.696,2,-5.014,1,0.0433,0.00312,0.0417,0.333,0.284,120.011,4
False,48,107408,46,0.691,0.824,1,-3.916,0,0.0344,0.219,0,0.343,0.579,124.888,4
False,44,610296,63,0.637,0.858,1,-4.606,0,0.0467,0.0108,0,0.194,0.584,129.891,4
False,49,166226,48,0.901,0.772,3,-5.428,0,0.0757,0.318,0,0.0987,0.955,130.962,4
True,2,1012107,68,0.706,0.972,11,-2.359,0,0.0352,0.0226,2.57e-06,0.267,0.962,129.946,4
False,43,291563,54,0.682,0.855,2,-3.936,0,0.115,0.0357,0,0.152,0.505,128.005,4
False,48,322192,54,0.824,0.95,5,-4.163,0,0.0308,0.00974,0.000117,0.199,0.97,128.031,4
True,1,756328,56,0.753,0.808,1,-3.264,1,0.0812,0.000252,0.000194,0.0371,0.603,110.856,4
False,45,328777,53,0.652,0.901,0,-2.979,1,0.0678,0.0678,0,0.0765,0.799,99.933,4
False,51,610296,63,0.741,0.959,9,-1.414,1,0.0571,0.004,1.23e-05,0.355,0.41,110.016,4
False,48,538141,56,0.741,0.888,11,-2.97,0,0.0732,0.188,0,0.0596,0.902,115.042,4
False,40,12626,40,0.783,0.875,1,-4.486,1,0.0663,0.0172,0.0233,0.217,0.385,103.953,4
False,46,407126,58,0.75,0.944,6,-2.632,0,0.0541,0.0278,0,0.437,0.861,128.037,4
False,42,322192,54,0.712,0.638,10,-7.062,0,0.0401,0.00247,0.0689,0.0865,0.45,135.012,4
True,0,526652,57,0.828,0.898,0,-2.429,1,0.042,0.0633,0,0.0758,0.914,113.948,4
True,39,1108239,63,0.716,0.937,6,-4.746,0,0.0715,0.0316,2.11e-05,0.629,0.639,123.03,4
False,43,37347,42,0.81,0.905,11,-7.415,0,0.0342,0.058,3.17e-06,0.149,0.908,117.011,4
True,0,1004322,62,0.833,0.91,1,-2.225,1,0.145,0.0982,0,0.208,0.85,101.951,4
False,42,299625,49,0.635,0.89,2,-3.102,1,0.0831,0.0529,0,0.317,0.504,149.972,4
True,0,526652,57,0.873,0.711,0,-2.937,1,0.0394,0.0279,5.55e-06,0.0756,0.81,125.011,4
False,45,522027,54,0.583,0.956,10,-4.117,0,0.119,0.0296,0,0.434,0.432,130.018,4
False,42,538141,56,0.722,0.72,6,-3.531,1,0.0404,0.403,0,0.0578,0.548,129.961,4
True,39,169905,48,0.865,0.913,1,-2.576,1,0.135,0.155,0,0.0593,0.447,127.973,4
True,0,467568,55,0.59,0.972,6,-2.385,1,0.0986,0.0844,0,0.0529,0.156,93.977,4
False,42,77873,38,0.567,0.776,2,-3.102,1,0.0323,0.21,0,0.145,0.54,136.831,4
True,38,22550,33,0.934,0.671,0,-7.253,1,0.0754,0.0464,0,0.085,0.869,96.371,4
False,44,201759,52,0.51,0.701,0,-4.432,0,0.036,0.266,0,0.164,0.234,119.886,4
False,40,407126,58,0.79,0.891,6,-4.054,0,0.0437,0.0654,0.000929,0.0661,0.889,124.974,4
False,41,88351,37,0.726,0.87,1,-4.343,0,0.0792,0.0385,0,0.287,0.781,133.96,4
False,44,412791,59,0.677,0.946,5,-2.979,0,0.0389,0.0123,6.03e-05,0.0438,0.561,107.988,4
False,41,169905,48,0.703,0.845,2,-3.82,0,0.0456,0.00166,0,0.16,0.606,116.028,4
False,42,376138,58,0.902,0.77,1,-3.706,1,0.0516,0.252,0,0.0654,0.894,122.993,4
False,45,412791,59,0.631,0.829,5,-3.583,0,0.0291,0.0748,0,0.142,0.244,132.032,4
True,0,72137,40,0.736,0.945,5,-4.077,0,0.117,0.0188,0.000728,0.107,0.806,104.98,4
True,39,179630,41,0.544,0.926,1,-2.777,1,0.0594,0.0425,0,0.261,0.92,147.92,4
True,0,315812,55,0.679,0.938,0,-4.891,1,0.0646,0.0262,6.34e-06,0.959,0.46,115.01,4
False,41,522027,54,0.602,0.944,10,-3.385,0,0.0533,0.17,0,0.743,0.665,102.066,4
False,41,201759,52,0.268,0.794,2,-2.218,1,0.0532,0.296,0,0.144,0.333,205.92,4
True,0,1162050,66,0.681,0.776,5,-4.279,1,0.106,0.0104,0,0.868,0.759,98.272,4
True,38,117088,50,0.809,0.883,9,-5.176,0,0.214,0.0142,0,0.12,0.888,105.119,4
True,35,567620,56,0.756,0.94,1,-1.992,1,0.111,0.0806,0,0.394,0.908,125.976,4
True,38,37347,42,0.682,0.737,1,-3.723,1,0.049,0.0406,0,0.0688,0.63,116.988,4
True,0,72137,40,0.776,0.89,1,-3.943,1,0.0421,0.0123,0.00437,0.359,0.606,107.033,4
True,36,78759,37,0.782,0.813,8,-3.788,1,0.0385,0.00971,0,0.344,0.788,119.998,4
True,35,115105,42,0.705,0.814,0,-6.774,0,0.0987,0.111,0,0.122,0.768,123.967,4
True,38,192127,49,0.731,0.934,5,-3.145,1,0.0717,0.0124,0,0.114,0.641,133.952,4
True,34,37347,42,0.765,0.639,4,-8.641,0,0.102,0.0316,0,0.0844,0.791,115.038,4
True,37,315812,55,0.531,0.882,10,-4.018,1,0.039,0.0119,0,0.586,0.466,131.979,4
True,36,1349,28,0.904,0.733,11,-4.368,1,0.0695,0.272,2.21e-05,0.0758,0.65,112.026,4
False,49,1819464,76,0.584,0.813,8,-4.809,1,0.171,0.288,3.68e-06,0.345,0.881,164.79,4
True,29,1684,30,0.622,0.988,0,-2.976,1,0.311,0.0505,0,0.354,0.596,138.009,4
True,19,1349,28,0.756,0.813,8,-1.726,0,0.039,0.254,0,0.0684,0.824,109.958,4
False,50,56534,45,0.683,0.902,8,-2.726,1,0.036,0.0154,0,0.394,0.337,134.979,4
True,31,31052,36,0.648,0.824,0,-3.585,1,0.0785,0.261,1.97e-06,0.308,0.315,130.042,4
True,36,1684,30,0.687,0.864,7,-2.884,1,0.0585,0.261,0,0.0904,0.647,119.937,4
False,64,2226618,79,0.72,0.876,6,-1.166,1,0.0776,0.241,0.000101,0.381,0.694,141.997,4
True,30,1822,23,0.834,0.799,5,-4.042,1,0.0315,0.105,0,0.689,0.535,115.976,4
True,12,19,5,0.686,0.937,8,-1.527,1,0.0374,0.169,0,0.195,0.825,124.926,4
False,50,251006,64,0.732,0.929,1,-2.881,1,0.0578,0.00483,0,0.268,0.862,132.995,4
True,12,31052,36,0.455,0.837,5,-2.584,1,0.0503,0.509,0,0.0669,0.393,203.948,4
False,67,2226618,79,0.708,0.853,2,-4.398,1,0.0844,0.0525,0.000173,0.399,0.399,129.946,4
True,39,66726,47,0.496,0.639,6,-3.145,1,0.0809,0.712,0,0.194,0.442,170.917,3
False,41,11087,33,0.813,0.917,9,-2.1,0,0.0745,0.185,0,0.091,0.899,117.951,4
False,51,1819464,76,0.7,0.8,7,-4.066,1,0.0965,0.184,0,0.202,0.617,102.964,4
True,36,2568,28,0.724,0.947,7,-3.223,1,0.159,0.195,0,0.422,0.871,112.001,4
True,19,360,16,0.687,0.812,7,-3.611,1,0.0478,0.238,4.83e-06,0.0813,0.423,122.997,4
False,46,251006,64,0.706,0.754,11,-4.829,0,0.0435,0.0395,0,0.217,0.679,119.961,4
True,34,23512,32,0.627,0.768,7,-3.204,1,0.176,0.65,0,0.364,0.582,185.626,4
True,30,641,19,0.627,0.9,5,-3.092,1,0.0768,0.35,0,0.357,0.414,124.912,4
False,59,1819464,76,0.726,0.903,7,-2.277,0,0.0357,0.055,0.000225,0.158,0.958,129.986,4
False,56,251006,64,0.531,0.86,3,-3.547,0,0.0495,0.0211,0,0.371,0.37,92.03,4
False,47,58527,40,0.65,0.93,6,-2.355,1,0.0544,0.0759,0,0.157,0.685,115.02,4
True,23,408,14,0.733,0.811,3,-2.824,1,0.0378,0.181,0,0.0836,0.812,124.947,4
True,13,1094,20,0.751,0.887,3,-3.276,1,0.0363,0.0459,7.14e-06,0.0658,0.929,126.991,4
True,25,29773,42,0.855,0.614,7,-4.001,1,0.0452,0.045,0.000382,0.0804,0.955,124.051,4
False,50,178885,54,0.692,0.969,7,-3.213,0,0.0678,0.167,0,0.301,0.762,111.495,4
False,52,251006,64,0.708,0.878,1,-3.808,1,0.0307,0.0187,0,0.111,0.764,136.993,4
False,40,242618,54,0.566,0.811,7,-3.702,1,0.0494,0.0695,0,0.395,0.525,100.013,4
True,30,150850,51,0.603,0.956,10,-1.238,1,0.0396,0.00957,0,0.26,0.542,107.991,4
True,32,2224,24,0.716,0.938,11,-1.788,0,0.0625,0.0971,4.6e-06,0.0398,0.732,96.978,4
True,28,5819,17,0.748,0.945,0,-1.678,1,0.0429,0.0309,0,0.307,0.575,116.988,4
True,39,101813,48,0.77,0.807,7,-2.188,1,0.0429,0.407,0,0.225,0.761,121.975,4
False,58,251006,64,0.65,0.859,4,-3.457,0,0.0545,0.0538,0,0.597,0.732,98.938,4
True,32,242618,54,0.615,0.617,11,-8.256,1,0.448,0.481,0,0.0624,0.92,89.809,4
False,43,274134,57,0.879,0.846,4,-2.31,0,0.0374,0.0684,0,0.0816,0.966,129.984,4
True,23,9963,19,0.573,0.855,1,-2.772,0,0.0416,0.342,0,0.429,0.584,105.623,4
True,33,101813,48,0.597,0.885,1,-2.482,0,0.0942,0.116,3.01e-06,0.058,0.635,179.938,4
False,49,251006,64,0.763,0.908,4,-3.85,0,0.0556,0.0946,0,0.325,0.714,109.995,4
False,43,242618,54,0.678,0.89,7,-1.947,0,0.117,0.246,0,0.321,0.509,125.018,4
False,46,150850,51,0.729,0.898,5,-1.029,1,0.0391,0.315,0,0.107,0.517,126.977,4
False,44,80151,43,0.382,0.651,4,-2.893,1,0.0349,0.845,0,0.34,0.607,127.85,4
True,27,80,19,0.647,0.804,8,-2.983,1,0.0382,0.11,0,0.308,0.852,115.903,4
True,38,87750,58,0.688,0.887,7,-2.107,1,0.0923,0.0889,0,0.301,0.624,135.997,4
False,49,150850,51,0.681,0.925,5,-0.844,0,0.0542,0.235,0,0.0893,0.609,119.912,4
False,61,248938,59,0.609,0.246,8,-8.449,1,0.0376,0.784,0,0.0825,0.371,123.773,4
False,41,12243,50,0.634,0.183,4,-10.422,1,0.0308,0.793,0,0.0987,0.347,121.811,4
True,38,4212,32,0.596,0.63,1,-4.652,1,0.0355,0.569,0,0.269,0.402,79.968,4
True,35,5395,37,0.53,0.312,6,-7.002,1,0.0492,0.883,0,0.358,0.361,124.032,4
False,56,232204,64,0.392,0.56,1,-7.378,1,0.0546,0.486,0,0.108,0.21,127.938,3
True,28,54,24,0.529,0.316,7,-10.141,1,0.0559,0.862,0,0.305,0.237,129.275,4
False,53,67792,54,0.35,0.347,4,-6.154,1,0.0318,0.806,4.37e-06,0.102,0.271,146.661,4
True,0,283829,58,0.553,0.442,11,-5.385,1,0.0332,0.564,0,0.37,0.248,141.546,3
True,28,928,25,0.577,0.384,3,-9.694,1,0.0275,0.686,0.00165,0.142,0.387,122.019,4
True,27,184,28,0.461,0.406,10,-6.519,1,0.0493,0.76,0,0.124,0.345,138.098,4
True,38,7013,36,0.39,0.321,6,-7.668,1,0.0317,0.745,0,0.106,0.442,123.683,4
True,31,3832,32,0.727,0.383,0,-6.018,1,0.0332,0.568,0.531,0.346,0.205,115.895,4
False,45,50710,59,0.535,0.62,2,-8.297,1,0.0407,0.171,1.42e-05,0.127,0.397,130.87,3
True,31,582,28,0.644,0.128,2,-12.336,1,0.0305,0.863,1.87e-05,0.0776,0.278,139.912,4
True,35,95842,46,0.521,0.522,0,-6.798,1,0.165,0.246,0,0.0941,0.172,139.345,4
True,28,895,36,0.498,0.239,9,-8.636,1,0.0446,0.941,0,0.0976,0.291,122.231,4
True,34,1143,36,0.509,0.413,8,-5.78,1,0.032,0.789,0,0.133,0.305,145.772,4
False,41,63460,51,0.429,0.264,3,-5.577,1,0.0321,0.881,0,0.166,0.19,134.358,4
True,38,2236,37,0.69,0.486,2,-9.932,1,0.0303,0.803,0.000562,0.24,0.275,91.998,4
True,31,607,34,0.495,0.182,0,-15.097,1,0.0575,0.982,0.000804,0.108,0.221,71.916,4
False,43,50710,59,0.341,0.162,0,-17.274,1,0.0388,0.918,2.42e-06,0.125,0.318,146.928,3
True,32,7938,42,0.47,0.397,1,-7.006,1,0.0304,0.829,0,0.296,0.306,125.81,4
True,27,97,31,0.563,0.271,7,-12.567,1,0.0529,0.63,0,0.0978,0.174,131.678,4
True,36,3355,38,0.564,0.624,7,-5.06,1,0.0378,0.486,4.1e-05,0.179,0.443,152.094,4
True,29,6726,40,0.31,0.672,2,-3.349,1,0.0312,0.302,0,0.124,0.168,149.16,3
True,35,186,28,0.319,0.408,6,-5.837,1,0.0332,0.786,0,0.156,0.298,80.471,4
True,18,42,10,0.513,0.369,2,-7.013,1,0.0356,0.676,0,0.113,0.217,137.69,4
True,33,607,34,0.366,0.23,0,-11.097,1,0.0391,0.967,0.0238,0.109,0.291,124.761,4
True,31,3355,38,0.397,0.377,0,-8.533,1,0.0368,0.887,0.00307,0.388,0.22,145.319,4
True,31,429,28,0.486,0.25,8,-6.014,1,0.0392,0.836,0,0.0731,0.303,126.039,4
False,50,76806,55,0.434,0.273,5,-7.834,1,0.0371,0.906,0.00124,0.0999,0.286,137.457,4
True,37,20491,45,0.409,0.674,3,-3.529,1,0.0324,0.702,0,0.157,0.289,133.501,4
True,30,3355,38,0.495,0.303,6,-10.82,1,0.0362,0.875,0,0.114,0.43,129.746,4
True,37,709,35,0.411,0.41,7,-5.829,1,0.0396,0.787,0,0.177,0.321,127.43,4
True,38,3307,43,0.517,0.394,11,-8.372,0,0.05,0.862,0.000149,0.132,0.199,80.543,4
True,28,4428,36,0.532,0.446,5,-5.274,1,0.0276,0.775,0,0.11,0.18,133.92,4
True,37,114090,58,0.484,0.499,0,-6.109,1,0.0571,0.85,0,0.289,0.42,127.033,4
